SPECIES,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,SITE,ELV,ASPECT,DEPTH,SLOPE
TAECAP,0,0,0,0,0,0,0,0,0,0,0,1,1571b,901,141,88,21
TRADUB,1,0,0,0,0,0,1,0,0,0,0,0,1571b,901,141,88,21
VENDUB,0,3,2,0,3,0,0,2,4,3,3,3,1571b,901,141,88,21
VICVIL,0,3,2,1,0,0,0,0,1,0,1,2,1571b,901,141,88,21
VULMYU,0,0,0,3,1,0,0,0,1,1,0,1,1571b,901,141,88,21
ACHMIL,0,0,0,0,0,0,0,0,0,0,2,2,1571c,887,79,86,11
AGOSERIS,0,0,0,0,0,0,0,0,0,0,0,1,1571c,887,79,86,11
APOAND,0,0,2,0,0,1,0,1,3,3,0,0,1571c,887,79,86,11
BG,0,1,1,0,0,1,0,0,0,0,0,0,1571c,887,79,86,11
BRORAC,3,0,1,2,1,1,0,0,0,1,0,0,1571c,887,79,86,11
BROTEC,1,0,1,0,0,0,0,0,0,0,0,0,1571c,887,79,86,11
DANCAL,0,0,0,0,0,0,0,0,0,0,0,3,1571c,887,79,86,11
EPIBRA,0,0,0,0,1,1,0,0,0,1,0,0,1571c,887,79,86,11
ERIHER,3,5,0,2,0,0,0,0,2,0,2,0,1571c,887,79,86,11
FESIDA,0,0,0,0,3,3,3,1,3,0,0,0,1571c,887,79,86,11
GEUTRI,0,0,5,0,0,0,6,6,3,0,0,0,1571c,887,79,86,11
HELUNI,0,0,0,0,2,0,0,0,0,2,0,0,1571c,887,79,86,11
HYPPER,1,0,0,0,0,0,0,0,0,0,0,0,1571c,887,79,86,11
LOMDIS,0,0,0,0,0,0,0,0,3,2,1,0,1571c,887,79,86,11
LOTUNI,0,0,0,1,0,1,0,0,0,1,1,1,1571c,887,79,86,11
LT,6,5,4,6,6,6,6,6,6,6,6,6,1571c,887,79,86,11
MADGRA,1,0,1,1,1,0,0,0,0,0,0,0,1571c,887,79,86,11
MICGRA,0,0,0,0,0,1,0,0,0,0,0,0,1571c,887,79,86,11
NF,1,5,5,5,3,3,6,6,6,5,2,2,1571c,887,79,86,11
NGRS,0,0,0,2,3,3,3,2,3,1,6,3,1571c,887,79,86,11
NNF,1,0,1,0,0,0,0,0,0,0,0,0,1571c,887,79,86,11
NNGRS,6,4,3,3,3,4,0,1,2,0,2,4,1571c,887,79,86,11
POAPRA,4,1,0,0,0,0,0,0,1,0,0,2,1571c,887,79,86,11
POASEC,0,0,0,2,0,0,0,0,0,0,0,0,1571c,887,79,86,11
POTGRA,0,0,0,4,1,3,1,0,2,3,0,0,1571c,887,79,86,11
PSESPI,0,0,0,0,0,0,0,2,0,1,6,0,1571c,887,79,86,11
SHRB,3,2,0,1,3,0,0,0,0,0,0,0,1571c,887,79,86,11
SPIBET,0,1,0,0,0,0,0,0,0,0,0,0,1571c,887,79,86,11
SYMALB,3,1,0,1,3,0,0,0,0,0,0,0,1571c,887,79,86,11
TRADUB,0,0,1,0,0,0,0,0,0,0,0,0,1571c,887,79,86,11
VENDUB,3,4,2,3,3,4,0,1,1,3,2,4,1571c,887,79,86,11
ZIGVEN,0,0,0,0,0,0,0,0,0,0,1,1,1571c,887,79,86,11
ARTABS,0,0,3,2,1,0,3,4,0,0,0,0,1571d,907,340,125,11
BALSAG,5,0,0,0,0,0,0,0,0,0,0,0,1571d,907,340,125,11
BRORAC,0,0,0,3,3,2,2,0,0,0,0,0,1571d,907,340,125,11
EPIBRA,0,0,0,0,0,0,1,0,0,0,0,0,1571d,907,340,125,11
FESIDA,0,0,0,0,4,0,0,0,0,0,0,2,1571d,907,340,125,11
GERVIS,3,3,0,0,3,0,0,0,5,0,6,3,1571d,907,340,125,11
GEUTRI,0,1,0,0,0,0,0,0,0,3,0,0,1571d,907,340,125,11
HEUGRO,0,0,0,0,0,0,0,0,0,0,0,3,1571d,907,340,125,11
HIESCO,0,0,0,0,0,0,0,0,0,2,0,0,1571d,907,340,125,11
HYPPER,0,0,0,3,2,2,0,0,0,0,0,2,1571d,907,340,125,11
LT,6,6,6,6,6,6,6,6,6,6,6,6,1571d,907,340,125,11
LUPLEU,0,2,0,0,1,0,0,0,0,0,0,3,1571d,907,340,125,11
MAHREP,0,0,0,0,2,3,5,2,1,3,0,0,1571d,907,340,125,11
NF,5,4,0,0,4,3,5,2,5,5,6,5,1571d,907,340,125,11
NGRS,3,0,0,0,4,0,0,0,0,0,0,4,1571d,907,340,125,11
NNF,0,0,0,3,2,2,0,0,0,0,0,2,1571d,907,340,125,11
NNGRS,5,5,6,5,4,6,5,6,5,6,1,1,1571d,907,340,125,11
POAPRA,5,5,6,3,3,6,5,6,5,6,1,0,1571d,907,340,125,11
POTGRA,0,0,0,0,0,0,0,0,2,0,0,0,1571d,907,340,125,11
PSESPI,0,0,0,0,0,0,0,0,0,0,0,3,1571d,907,340,125,11
RIBCER,0,3,0,0,0,0,0,0,0,0,0,0,1571d,907,340,125,11
SHRB,0,3,4,3,1,0,3,5,0,0,0,0,1571d,907,340,125,11
SOLIDAGO,0,0,0,0,0,0,1,0,0,0,0,0,1571d,907,340,125,11
SYMALB,0,2,2,2,0,0,0,3,0,0,0,0,1571d,907,340,125,11
VENDUB,0,0,0,0,0,0,0,0,0,0,0,1,1571d,907,340,125,11
ACHMIL,0,0,0,0,0,0,2,0,0,0,0,0,1571e,959,339,30,33
BESRUB,0,1,1,1,0,2,0,1,1,0,0,1,1571e,959,339,30,33
BG,0,0,0,0,0,2,0,0,1,0,0,0,1571e,959,339,30,33
BRAALB,0,0,0,2,0,1,3,0,1,1,0,0,1571e,959,339,30,33
BROTEC,0,0,0,0,0,0,0,0,0,0,0,1,1571e,959,339,30,33
BSC,1,0,0,2,0,1,3,0,2,2,0,0,1571e,959,339,30,33
CARGEY,1,0,0,0,0,0,0,0,0,0,0,0,1571e,959,339,30,33
CHAANG,0,0,0,0,0,0,0,0,0,0,2,0,1571e,959,339,30,33
CLAPOC,1,0,0,0,0,0,0,0,1,0,0,0,1571e,959,339,30,33
CYSFRA,0,0,0,0,0,0,0,1,0,0,0,0,1571e,959,339,30,33
DANINT,5,6,6,4,5,2,2,4,5,1,3,5,1571e,959,339,30,33
ERIHER,0,0,0,1,0,0,0,0,0,0,0,0,1571e,959,339,30,33
FESIDA,0,0,0,0,0,3,1,0,0,3,0,0,1571e,959,339,30,33
GEUTRI,0,1,0,1,2,0,4,0,1,1,3,0,1571e,959,339,30,33
HEUGRO,0,0,0,1,0,1,1,0,0,0,0,0,1571e,959,339,30,33
HIESCO,2,0,2,1,1,2,1,2,3,0,1,2,1571e,959,339,30,33
HYPPER,0,0,0,0,0,0,0,0,0,0,0,1,1571e,959,339,30,33
IRIMIS,0,0,0,0,0,0,0,0,0,1,0,0,1571e,959,339,30,33
LEPRARIA,0,0,0,0,0,0,0,0,0,1,0,0,1571e,959,339,30,33
LOMATIUM,0,0,0,0,0,0,0,0,1,0,0,0,1571e,959,339,30,33
LT,5,6,6,6,6,4,6,6,5,4,3,6,1571e,959,339,30,33
LUPLEU,0,1,0,0,0,2,0,0,0,0,0,1,1571e,959,339,30,33
MAIRAC,0,0,0,0,0,1,0,0,0,0,0,0,1571e,959,339,30,33
NF,0,3,3,4,3,4,5,4,4,3,4,3,1571e,959,339,30,33
NGRS,5,6,6,4,5,4,3,4,5,3,3,5,1571e,959,339,30,33
NNF,0,0,0,0,0,0,0,0,0,0,0,1,1571e,959,339,30,33
NNGRS,0,0,0,0,0,0,0,0,0,0,0,1,1571e,959,339,30,33
PHLLON,1,1,0,0,1,0,0,0,2,1,0,0,1571e,959,339,30,33
POTARG,0,0,0,0,0,0,0,0,0,0,1,1,1571e,959,339,30,33
POTGRA,0,1,1,3,1,0,0,3,1,2,0,1,1571e,959,339,30,33
RK,2,0,0,0,0,0,0,0,2,3,4,0,1571e,959,339,30,33
ROSA,1,0,0,1,0,0,0,0,0,0,0,0,1571e,959,339,30,33
SENINT,2,0,0,0,1,0,0,0,0,0,0,0,1571e,959,339,30,33
SHRB,1,1,2,2,2,0,2,3,2,2,3,2,1571e,959,339,30,33
SILPAR,1,1,0,1,1,0,0,0,1,0,0,0,1571e,959,339,30,33
SOLMIS,0,0,0,0,0,0,0,0,0,2,0,0,1571e,959,339,30,33
SPIBET,0,0,0,0,2,0,1,0,0,0,0,0,1571e,959,339,30,33
SYMALB,0,1,2,1,0,0,2,3,2,2,3,2,1571e,959,339,30,33
ACHMIL,3,0,1,0,0,0,0,0,0,0,0,1,1571f,847,216,102.25,15
AGOGRA,0,0,0,0,2,0,0,0,0,0,0,0,1571f,847,216,102.25,15
BG,2,0,3,0,0,0,0,0,0,2,0,0,1571f,847,216,102.25,15
BROHOR,1,4,2,0,2,0,0,0,0,0,0,0,1571f,847,216,102.25,15
BRORAC,0,0,1,1,2,3,4,1,1,0,0,0,1571f,847,216,102.25,15
BROTEC,1,3,3,4,4,1,0,0,0,0,0,0,1571f,847,216,102.25,15
CERASTIUM,2,0,0,0,0,0,0,0,0,0,0,0,1571f,847,216,102.25,15
COLLIN,0,0,0,0,0,0,0,0,0,1,0,0,1571f,847,216,102.25,15
GALAPA,2,0,0,0,0,0,0,0,0,0,0,0,1571f,847,216,102.25,15
HYPPER,1,0,1,1,0,1,0,0,1,2,1,1,1571f,847,216,102.25,15
LACSER,0,0,0,0,0,0,0,1,0,0,0,0,1571f,847,216,102.25,15
LOMDIS,0,0,0,0,0,0,3,4,3,0,0,3,1571f,847,216,102.25,15
LT,5,6,4,6,6,6,6,6,6,5,6,6,1571f,847,216,102.25,15
LUPLEU,1,0,0,0,1,0,1,0,3,2,3,3,1571f,847,216,102.25,15
MADGRA,3,3,3,1,2,1,0,1,0,0,0,0,1571f,847,216,102.25,15
NF,4,3,3,1,3,1,3,4,4,2,3,4,1571f,847,216,102.25,15
NNF,2,0,1,1,0,1,0,1,1,2,1,1,1571f,847,216,102.25,15
NNGRS,4,6,5,6,6,6,6,5,4,5,6,6,1571f,847,216,102.25,15
POAPRA,0,0,0,0,0,0,0,0,0,2,6,6,1571f,847,216,102.25,15
ROSEGA,0,0,0,0,0,3,0,0,0,2,6,3,1571f,847,216,102.25,15
SHRB,0,0,0,0,0,3,0,0,0,2,6,3,1571f,847,216,102.25,15
TAECAP,0,0,0,0,1,2,1,1,0,0,0,0,1571f,847,216,102.25,15
TAROFF,0,0,0,0,0,0,0,0,0,1,0,0,1571f,847,216,102.25,15
VENDUB,3,3,3,4,2,5,4,5,4,4,0,0,1571f,847,216,102.25,15
VULMYU,1,3,0,0,0,0,0,0,0,0,0,0,1571f,847,216,102.25,15
ACHMIL,1,1,0,0,0,0,0,0,1,0,0,0,1571g,913,241,73.75,18
AMSMEN,0,0,0,0,0,0,0,0,1,1,1,2,1571g,913,241,73.75,18
BRORAC,4,4,3,3,1,5,4,4,4,4,6,6,1571g,913,241,73.75,18
BROSTE,0,0,0,0,0,0,0,0,0,0,0,1,1571g,913,241,73.75,18
BROTEC,0,0,0,1,0,0,0,0,0,0,0,0,1571g,913,241,73.75,18
GERVIS,0,0,0,2,4,4,0,2,3,0,2,0,1571g,913,241,73.75,18
LACSER,0,0,0,0,0,0,0,0,0,1,0,0,1571g,913,241,73.75,18
LOMDIS,3,0,4,3,2,2,2,0,0,0,3,0,1571g,913,241,73.75,18
LT,6,6,6,6,6,6,6,6,6,6,6,6,1571g,913,241,73.75,18
MADGRA,0,1,0,2,1,0,1,2,1,1,0,0,1571g,913,241,73.75,18
NF,3,1,4,4,5,4,4,3,4,1,4,3,1571g,913,241,73.75,18
NNF,0,0,0,0,0,0,0,0,1,2,1,2,1571g,913,241,73.75,18
NNGRS,6,6,6,6,5,6,5,6,5,6,6,6,1571g,913,241,73.75,18
POTGRA,0,0,0,0,0,0,3,0,0,0,0,3,1571g,913,241,73.75,18
SHRB,1,2,1,0,0,0,0,1,0,2,0,0,1571g,913,241,73.75,18
SYMALB,1,2,1,0,0,0,0,1,0,2,0,0,1571g,913,241,73.75,18
TRADUB,0,0,0,0,0,0,0,0,0,0,0,1,1571g,913,241,73.75,18
VENDUB,4,5,5,5,5,3,3,4,4,5,3,2,1571g,913,241,73.75,18
VULMYU,1,0,0,0,0,0,0,0,0,0,0,0,1571g,913,241,73.75,18
BG,0,0,0,0,0,0,0,0,0,0,1,3,1571h,847,178,41.75,15
BRORAC,3,4,1,5,3,2,1,1,0,2,0,0,1571h,847,178,41.75,15
BROTEC,0,0,0,0,0,2,1,1,1,2,0,1,1571h,847,178,41.75,15
EPIBRA,1,0,0,0,0,0,0,0,0,0,0,0,1571h,847,178,41.75,15
ERIHER,0,0,0,0,0,0,0,0,0,1,0,0,1571h,847,178,41.75,15
HAPLOPAPPUS,0,0,0,0,0,0,0,0,0,0,1,0,1571h,847,178,41.75,15
HELUNI,4,1,2,0,1,0,0,0,0,0,0,1,1571h,847,178,41.75,15
LOMTRI,0,0,0,0,0,0,1,0,0,0,0,1,1571h,847,178,41.75,15
LT,6,6,6,6,6,6,6,6,6,6,6,5,1571h,847,178,41.75,15
MADGRA,1,1,4,4,4,3,4,4,3,5,0,4,1571h,847,178,41.75,15
NF,4,2,4,4,4,3,4,4,3,5,3,4,1571h,847,178,41.75,15
NNF,0,3,0,3,4,1,3,4,4,3,3,0,1571h,847,178,41.75,15
NNGRS,5,5,6,6,5,6,5,6,6,6,5,4,1571h,847,178,41.75,15
SHRB,3,4,0,0,0,0,0,0,2,0,0,1,1571h,847,178,41.75,15
SYMALB,3,4,0,0,0,0,0,0,2,0,0,1,1571h,847,178,41.75,15
TRADUB,0,0,0,1,1,0,0,0,0,0,0,0,1571h,847,178,41.75,15
VENDUB,4,2,6,4,4,6,5,6,6,6,5,4,1571h,847,178,41.75,15
VICVIL,0,3,0,3,4,1,3,4,4,3,3,0,1571h,847,178,41.75,15
ACHMIL,0,1,2,1,2,0,0,0,0,0,0,0,1571i,912,231,42.75,16
AGOHET,0,0,0,0,0,0,0,0,0,0,0,2,1571i,912,231,42.75,16
BG,0,1,0,0,0,3,0,0,0,1,0,3,1571i,912,231,42.75,16
BRORAC,1,3,1,0,0,1,1,0,0,0,1,1,1571i,912,231,42.75,16
BROTEC,0,0,2,5,2,0,0,1,1,0,0,0,1571i,912,231,42.75,16
BSC,0,0,0,0,0,0,0,0,0,0,3,1,1571i,912,231,42.75,16
CLAPOC,0,0,0,0,0,0,0,0,0,0,3,1,1571i,912,231,42.75,16
ERIHER,0,4,3,0,0,0,0,0,0,0,0,0,1571i,912,231,42.75,16
HAPLOPAPPUS,0,0,2,1,0,1,0,2,1,1,1,1,1571i,912,231,42.75,16
LACSER,1,0,0,0,0,0,0,0,0,1,1,0,1571i,912,231,42.75,16
LITRUD,1,1,0,0,0,0,0,0,0,0,0,0,1571i,912,231,42.75,16
LOMDIS,0,0,0,0,0,0,0,0,1,0,1,0,1571i,912,231,42.75,16
LT,6,6,6,6,6,5,6,6,6,6,6,4,1571i,912,231,42.75,16
LUPLEU,0,0,0,0,0,0,2,0,0,0,0,0,1571i,912,231,42.75,16
LUPSER,0,0,2,3,4,0,0,0,0,1,1,0,1571i,912,231,42.75,16
MADGRA,1,4,3,4,3,3,4,3,3,1,0,1,1571i,912,231,42.75,16
MADIA,0,0,0,0,0,0,0,0,0,1,2,1,1571i,912,231,42.75,16
NF,1,5,5,5,5,3,4,3,3,3,2,3,1571i,912,231,42.75,16
NGRS,4,0,4,1,3,1,3,3,2,3,1,4,1571i,912,231,42.75,16
NNF,1,1,0,0,1,1,1,0,0,1,1,0,1571i,912,231,42.75,16
NNGRS,4,5,4,6,4,5,4,5,6,6,6,3,1571i,912,231,42.75,16
PHLLON,0,0,0,0,0,0,0,0,0,1,1,0,1571i,912,231,42.75,16
POASEC,0,0,0,1,0,0,1,0,0,1,1,4,1571i,912,231,42.75,16
PSESPI,4,0,4,0,3,1,2,3,2,3,0,0,1571i,912,231,42.75,16
TRADUB,0,1,0,0,1,1,1,0,0,0,0,0,1571i,912,231,42.75,16
VENDUB,4,3,3,3,3,4,4,4,6,6,6,3,1571i,912,231,42.75,16
VULMYU,0,2,1,0,0,2,0,2,2,0,0,0,1571i,912,231,42.75,16
BALSAG,4,0,0,0,0,0,0,0,0,0,0,0,1571j,900,247,107.25,20
BRORAC,5,3,3,4,5,3,3,4,4,4,4,5,1571j,900,247,107.25,20
CERASTIUM,2,0,0,0,0,0,0,0,1,1,0,0,1571j,900,247,107.25,20
CIRARV,0,2,2,2,3,3,2,2,2,3,2,2,1571j,900,247,107.25,20
EPIBRA,0,1,1,0,1,1,1,1,0,0,0,0,1571j,900,247,107.25,20
GERMOL,3,3,4,3,2,0,0,0,0,0,0,0,1571j,900,247,107.25,20
GERVIS,0,0,3,3,0,0,0,3,1,0,0,0,1571j,900,247,107.25,20
LACSER,0,1,0,0,0,0,1,0,0,0,0,0,1571j,900,247,107.25,20
LOMDIS,2,3,0,2,1,0,0,4,1,3,0,0,1571j,900,247,107.25,20
LT,6,6,6,6,6,6,6,6,6,6,6,6,1571j,900,247,107.25,20
NF,4,3,3,3,2,1,1,5,2,3,0,0,1571j,900,247,107.25,20
NNF,3,4,4,4,4,3,2,2,2,3,2,2,1571j,900,247,107.25,20
NNGRS,5,4,3,4,5,3,3,4,4,4,4,5,1571j,900,247,107.25,20
ROSWOO,2,0,0,0,0,0,2,3,0,0,1,2,1571j,900,247,107.25,20
SHRB,4,3,3,2,3,4,4,4,4,4,5,4,1571j,900,247,107.25,20
SOLCAN,0,0,1,0,0,0,0,0,0,0,0,0,1571j,900,247,107.25,20
SYMALB,4,3,3,2,3,4,3,3,4,4,5,4,1571j,900,247,107.25,20
VENDUB,1,2,1,0,1,0,1,2,2,0,0,0,1571j,900,247,107.25,20
AGOHET,0,0,0,0,0,0,0,0,0,0,1,0,1571k,1012,215,10,25
AGOSERIS,0,1,0,0,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
BALSAG,0,0,3,1,0,0,2,5,1,0,0,0,1571k,1012,215,10,25
BG,0,0,0,1,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
BRAALB,2,2,0,0,1,1,1,0,0,2,3,3,1571k,1012,215,10,25
BRORAC,0,0,0,0,0,0,0,0,0,1,1,1,1571k,1012,215,10,25
BROTEC,5,2,0,0,3,1,0,2,1,1,1,1,1571k,1012,215,10,25
BSC,3,3,0,0,2,2,1,0,2,3,4,4,1571k,1012,215,10,25
CEPDIV,0,0,0,0,1,0,0,0,1,1,1,1,1571k,1012,215,10,25
CLAPOC,2,2,0,0,1,1,0,0,1,1,3,3,1571k,1012,215,10,25
EPIBRA,0,0,0,0,0,0,0,0,0,0,0,1,1571k,1012,215,10,25
ERIHER,0,0,4,0,0,0,4,1,0,0,0,0,1571k,1012,215,10,25
FESIDA,0,0,0,3,1,2,0,2,0,0,0,0,1571k,1012,215,10,25
GRIMON,0,1,0,0,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
HAPLOPAPPUS,0,0,0,1,0,0,1,0,1,1,1,0,1571k,1012,215,10,25
LACSER,0,0,0,1,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
LEPLIC,0,0,0,0,1,0,0,0,1,1,1,2,1571k,1012,215,10,25
LT,6,6,6,6,4,6,4,6,5,4,3,5,1571k,1012,215,10,25
LUPSER,0,0,0,0,1,1,0,3,1,1,1,0,1571k,1012,215,10,25
NF,0,3,5,2,1,1,5,5,1,1,2,1,1571k,1012,215,10,25
NGRS,0,0,3,3,2,2,1,3,1,2,2,3,1571k,1012,215,10,25
NNF,1,0,0,1,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
NNGRS,5,6,6,4,4,6,4,4,6,5,3,4,1571k,1012,215,10,25
PHLLON,0,3,0,0,1,1,0,0,0,0,0,0,1571k,1012,215,10,25
POABUL,0,0,0,0,0,0,0,0,2,4,1,2,1571k,1012,215,10,25
POASEC,0,0,0,2,0,0,0,1,1,1,2,3,1571k,1012,215,10,25
POLPIL,0,0,0,0,0,1,1,0,1,0,2,0,1571k,1012,215,10,25
PSESPI,0,0,3,0,1,0,1,2,0,2,0,0,1571k,1012,215,10,25
RK,1,0,0,2,4,1,3,0,2,3,1,2,1571k,1012,215,10,25
SYNRUR,0,1,0,0,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
TRADUB,1,0,0,0,0,0,0,0,0,0,0,0,1571k,1012,215,10,25
VENDUB,2,5,6,3,0,6,2,2,5,0,2,3,1571k,1012,215,10,25
VULMYU,0,3,2,3,3,2,3,3,2,0,1,0,1571k,1012,215,10,25
ACHMIL,0,0,1,1,0,2,1,0,1,2,2,0,1571l,871,129,117.75,15
ALYALY,0,0,0,0,1,0,0,0,0,0,0,0,1571l,871,129,117.75,15
BALSAG,0,0,0,0,5,0,0,6,4,0,0,0,1571l,871,129,117.75,15
BRORAC,4,4,1,1,1,3,2,1,2,1,1,1,1571l,871,129,117.75,15
BROTEC,2,1,1,1,1,1,0,0,0,0,0,0,1571l,871,129,117.75,15
EPIBRA,0,1,0,1,2,1,1,1,1,1,1,1,1571l,871,129,117.75,15
ERIHER,0,0,0,0,0,2,0,0,0,0,0,0,1571l,871,129,117.75,15
FESIDA,0,0,0,0,0,0,2,3,4,4,1,0,1571l,871,129,117.75,15
HELUNI,0,0,2,0,0,0,0,0,0,0,0,0,1571l,871,129,117.75,15
HIESCO,0,0,0,0,0,0,4,0,0,0,0,0,1571l,871,129,117.75,15
HYPPER,2,1,2,0,0,0,0,0,0,0,1,1,1571l,871,129,117.75,15
IRIMIS,0,0,0,0,0,0,0,0,0,0,0,1,1571l,871,129,117.75,15
LACSER,0,0,0,1,0,0,0,0,1,0,0,0,1571l,871,129,117.75,15
LT,6,6,6,6,6,6,6,6,6,6,6,6,1571l,871,129,117.75,15
LUPLEU,0,0,0,0,0,0,0,0,0,0,1,0,1571l,871,129,117.75,15
MADGRA,0,2,0,1,1,3,1,1,1,0,1,0,1571l,871,129,117.75,15
MAHREP,3,0,3,0,0,0,0,0,0,3,0,1,1571l,871,129,117.75,15
MICGRA,0,0,0,0,0,1,0,0,0,0,0,0,1571l,871,129,117.75,15
NF,3,2,4,2,5,5,4,6,4,3,3,2,1571l,871,129,117.75,15
NGRS,0,0,0,0,0,0,3,5,0,5,4,4,1571l,871,129,117.75,15
NNF,2,1,2,1,2,1,0,1,1,0,1,1,1571l,871,129,117.75,15
NNGRS,6,6,4,5,4,6,4,3,4,3,4,4,1571l,871,129,117.75,15
PSESPI,0,0,0,0,0,0,1,3,0,3,3,4,1571l,871,129,117.75,15
ROSA,0,3,0,0,2,3,2,0,0,0,1,0,1571l,871,129,117.75,15
SHRB,3,4,3,2,3,4,2,2,0,0,3,2,1571l,871,129,117.75,15
SOLMIS,0,0,0,0,0,1,0,0,0,0,0,0,1571l,871,129,117.75,15
SPIBET,0,0,0,0,0,0,0,2,0,0,0,2,1571l,871,129,117.75,15
SYMALB,3,2,3,2,1,2,0,0,0,0,3,0,1571l,871,129,117.75,15
TRADUB,0,0,0,0,1,1,0,1,0,0,0,0,1571l,871,129,117.75,15
VENDUB,4,4,3,5,4,4,3,3,3,3,4,4,1571l,871,129,117.75,15
ACHMIL,0,1,0,2,0,0,0,1,1,0,0,0,1571m,920,67,87.25,18
AGAURT,0,0,0,0,1,0,0,0,1,0,0,0,1571m,920,67,87.25,18
AMAALN,0,0,0,0,0,0,0,0,0,2,0,0,1571m,920,67,87.25,18
APOAND,3,3,3,0,3,2,0,2,0,0,0,0,1571m,920,67,87.25,18
BALSAG,0,0,0,0,0,0,0,0,0,2,0,0,1571m,920,67,87.25,18
BESRUB,0,0,0,0,0,0,0,0,2,0,0,0,1571m,920,67,87.25,18
BG,0,0,0,0,0,0,0,0,0,0,4,2,1571m,920,67,87.25,18
BRORAC,0,0,0,0,0,0,0,0,0,1,1,1,1571m,920,67,87.25,18
EPIBRA,0,0,0,0,0,0,0,0,0,0,1,0,1571m,920,67,87.25,18
FESIDA,0,0,0,3,0,1,0,1,3,0,2,4,1571m,920,67,87.25,18
GALAPA,0,0,0,0,0,0,0,0,0,1,0,0,1571m,920,67,87.25,18
GERVIS,1,3,3,4,1,2,0,1,0,3,0,0,1571m,920,67,87.25,18
GEUTRI,0,2,0,1,0,0,0,0,0,0,0,0,1571m,920,67,87.25,18
HIESCO,0,0,0,0,0,0,0,1,0,2,3,0,1571m,920,67,87.25,18
HYPPER,0,1,0,0,0,3,1,1,0,0,2,0,1571m,920,67,87.25,18
IRIMIS,0,0,1,0,0,0,2,1,0,0,0,3,1571m,920,67,87.25,18
KOEMAC,0,0,0,0,0,1,2,2,0,0,0,0,1571m,920,67,87.25,18
LOMDIS,0,0,0,1,0,0,0,0,0,0,3,3,1571m,920,67,87.25,18
LOMTRI,0,0,0,0,0,0,0,0,0,1,0,0,1571m,920,67,87.25,18
LT,6,6,6,6,6,6,6,6,6,6,3,5,1571m,920,67,87.25,18
LUPLEU,0,3,1,0,0,0,0,3,0,0,3,0,1571m,920,67,87.25,18
MAHREP,1,0,0,0,0,0,0,0,0,0,0,0,1571m,920,67,87.25,18
NF,4,5,5,5,4,3,3,4,3,4,5,4,1571m,920,67,87.25,18
NGRS,0,3,3,4,4,2,2,2,4,3,3,0,1571m,920,67,87.25,18
NNF,0,1,0,0,0,3,1,1,0,0,2,0,1571m,920,67,87.25,18
NNGRS,6,3,3,0,0,0,0,1,1,1,3,3,1571m,920,67,87.25,18
POAPRA,6,3,3,0,0,0,0,0,0,0,0,0,1571m,920,67,87.25,18
POTARG,1,0,2,0,0,0,0,0,0,0,0,0,1571m,920,67,87.25,18
POTGRA,0,0,0,0,0,0,1,0,0,0,0,0,1571m,920,67,87.25,18
PRUVIR,0,0,3,0,2,0,0,0,0,2,0,0,1571m,920,67,87.25,18
PSESPI,0,3,3,3,4,1,0,0,3,3,0,0,1571m,920,67,87.25,18
ROSA,0,1,0,0,0,2,0,0,3,0,0,0,1571m,920,67,87.25,18
ROSEGA,0,0,0,0,0,1,0,0,0,0,0,0,1571m,920,67,87.25,18
SHRB,3,1,3,1,4,4,4,4,4,4,1,2,1571m,920,67,87.25,18
SOLMIS,0,0,0,0,1,0,0,0,0,0,0,0,1571m,920,67,87.25,18
SPIBET,1,0,0,0,0,0,1,1,2,0,1,0,1571m,920,67,87.25,18
SYMALB,2,0,0,1,3,3,4,4,3,3,0,2,1571m,920,67,87.25,18
VENDUB,0,0,0,0,0,0,0,1,1,0,2,2,1571m,920,67,87.25,18
VIOLA,0,0,2,0,0,0,0,0,0,0,0,0,1571m,920,67,87.25,18
ACHMIL,0,0,0,0,0,0,0,0,0,0,0,1,1571n,1055,57,9.25,31
BALSAG,0,0,0,0,0,1,0,5,0,0,0,0,1571n,1055,57,9.25,31
BG,1,2,0,0,0,1,1,1,0,0,0,0,1571n,1055,57,9.25,31
BRAALB,0,0,0,0,0,0,2,2,0,0,0,0,1571n,1055,57,9.25,31
BRORAC,1,1,1,0,1,1,1,1,0,0,0,0,1571n,1055,57,9.25,31
BROTEC,0,0,0,1,0,0,0,0,1,0,0,0,1571n,1055,57,9.25,31
BSC,0,0,0,2,0,0,3,2,3,2,2,2,1571n,1055,57,9.25,31
CERPUR,0,0,0,0,0,0,1,0,0,0,0,0,1571n,1055,57,9.25,31
CLAPOC,0,0,0,1,0,0,1,0,1,1,1,0,1571n,1055,57,9.25,31
CLAPUL,0,1,1,2,2,1,2,1,0,0,1,0,1571n,1055,57,9.25,31
COMUMB,0,0,0,0,0,0,0,0,0,2,1,1,1571n,1055,57,9.25,31
CYSFRA,0,0,0,0,0,0,0,0,0,2,1,1,1571n,1055,57,9.25,31
DELNUT,0,0,0,1,0,0,1,0,0,0,0,0,1571n,1055,57,9.25,31
EPIBRA,0,1,0,0,0,0,0,0,0,0,0,0,1571n,1055,57,9.25,31
